transcript	chr	gene	strand	start	end
NM_001130085.2	chr4	ABLIM2	-	7965326	8158813
NM_001130085.1	chr4	ABLIM2	-	7966301	8158754
NM_001130084.2	chr4	ABLIM2	-	7965326	8158813
NM_001130084.1	chr4	ABLIM2	-	7966301	8158754
NM_001130083.2	chr4	ABLIM2	-	7965326	8158813
NM_001130083.1	chr4	ABLIM2	-	7966045	8158709
NM_014945.4	chr5	ABLIM3	+	149141446	149260439
NM_014945.2	chr5	ABLIM3	+	149141502	149260439
NM_001370418.1	chr5	ABLIM3	+	149141730	149260439
NM_001370417.1	chr5	ABLIM3	+	149141730	149260439
NM_001345861.2	chr5	ABLIM3	+	149141730	149260439
NM_001345860.1	chr5	ABLIM3	+	149141446	149260439
NM_001345859.1	chr5	ABLIM3	+	149141446	149260439
NM_001345858.1	chr5	ABLIM3	+	149141446	149260439
NM_001301028.3	chr5	ABLIM3	+	149141730	149260439
NM_001301028.1	chr5	ABLIM3	+	149141820	149260439
NM_001301027.1	chr5	ABLIM3	+	149141750	149260439
NM_001301018.2	chr5	ABLIM3	+	149141446	149260439
NM_001301015.3	chr5	ABLIM3	+	149141730	149260439
NM_001301015.1	chr5	ABLIM3	+	149141613	149260439
NM_020469.3	chr9	ABO	-	133250400	133275201
NM_020469.2	chr9	ABO	-	133255175	133275214
NM_021962.5	chr17	ABR	-	1003518	1179981
NM_021962.4	chr17	ABR	-	1003517	1179874
NM_001322842.2	chr17	ABR	-	1225890	1229722
NM_001322841.2	chr17	ABR	-	1003518	1229722
NM_001322840.2	chr17	ABR	-	1003518	1126572
NM_001282149.2	chr17	ABR	-	1003518	1078993
NM_001282149.1	chr17	ABR	-	1006079	1079146
NM_001256847.3	chr17	ABR	-	1003518	1031831
NM_001256847.2	chr17	ABR	-	1006060	1031838
NM_001159746.3	chr17	ABR	-	1003518	1187272
NM_001159746.2	chr17	ABR	-	1003526	1187322
NM_001092.5	chr17	ABR	-	1003518	1109102
NM_001092.4	chr17	ABR	-	1005907	1109100
NM_139166.5	chr8	ABRA	-	106759482	106770244
NM_139166.4	chr8	ABRA	-	106759482	106770245
NM_021243.3	chr6	ABRACL	+	139028744	139043302
NM_021243.2	chr6	ABRACL	+	139028681	139043302
NM_139076.3	chr4	ABRAXAS1	-	83459516	83485100
NM_139076.2	chr4	ABRAXAS1	-	83459516	83485181
NM_001345962.2	chr4	ABRAXAS1	-	83459516	83485100
NM_001345962.1	chr4	ABRAXAS1	-	83460944	83485103
NM_032182.4	chr10	ABRAXAS2	+	124801818	124836667
NM_032182.3	chr10	ABRAXAS2	+	124801784	124836670
NM_013375.4	chr6	ABT1	+	26596952	26600739
NM_013375.3	chr6	ABT1	+	26596951	26600744
NM_172027.3	chr3	ABTB1	+	127672951	127680926
NM_172027.2	chr3	ABTB1	+	127672939	127680917
NM_032548.3	chr3	ABTB1	+	127672937	127680926
NM_145804.3	chr11	ABTB2	-	34150986	34358010
NM_145804.2	chr11	ABTB2	-	34150987	34358008
NM_001195081.1	chrX	AC002365.1	+	9967357	9968002
NM_001291006.1	chr22	AC002472.13	+	21045986	21060447
NM_001001417.5	chr17	AC003976.2	-	36165680	36176595
NM_030941.2	chr16	AC004381.6	+	20806498	20849668
NM_001144924.1	chr16	AC004381.6	+	20806520	20849665
NM_001185015.1	chr2	AC009950.1	-	230176664	230221721
NM_001100880.2	chr15	AC015871.1	-	79898839	79908036
NM_001308429.1	chr19	AC020909.1	-	50466786	50476753
NM_001291913.1	chr7	AC021218.1	+	155962631	155966343
NM_001287053.1	chr5	AC022431.2	-	56511566	56606232
NM_001271855.1	chr15	AC023908.1	-	39801131	39829117
NM_001164496.1	chr3	AC026348.1	-	113291556	113433664
NM_178128.5	chr17	AC087651.1	-	74877298	74893610
NM_001164750.1	chr8	AC090094.1	-	61503358	61689688
NM_001290330.1	chr16	AC092384.1	+	88939788	88951524
NM_001365307.1	chr16	AC093512.2	+	30053089	30070420
NM_015534.5	chr1	AC118549.1	-	77564499	77682658
NM_001256374.1	chr12	AC123512.1	-	91986625	91993403
NM_001257177.1	chr3	AC132807.2	+	18013225	18041603
NM_001195127.1	chr7	AC187653.1	+	290169	291488
NM_001146181.1	chr1	AC245056.3	+	13060868	13062237
NM_001607.4	chr3	ACAA1	-	38122714	38137127
NM_001607.3	chr3	ACAA1	-	38122709	38137208
NM_001130410.1	chr3	ACAA1	-	38122709	38137242
NM_006111.3	chr18	ACAA2	-	49782163	49813533
NM_006111.2	chr18	ACAA2	-	49782166	49813960
NM_198839.2	chr17	ACACA	-	37084991	37406811
NM_198839.1	chr17	ACACA	-	37084993	37359116
NM_198838.1	chr17	ACACA	-	37084991	37299767
NM_198837.1	chr17	ACACA	-	37084991	37299767
NM_198836.2	chr17	ACACA	-	37084991	37359116
NM_198834.3	chr17	ACACA	-	37084991	37406836
NM_198834.2	chr17	ACACA	-	37084987	37406780
NM_198834.1	chr17	ACACA	-	37084987	37406780
NM_001093.4	chr12	ACACB	+	109116586	109268226
NM_001093.3	chr12	ACACB	+	109139396	109268223
NM_025247.6	chr12	ACAD10	+	111686052	111757099
NM_025247.5	chr12	ACAD10	+	111686097	111757097
NM_001136538.2	chr12	ACAD10	+	111686052	111757099
NM_001136538.1	chr12	ACAD10	+	111686075	111757094
NM_032169.5	chr3	ACAD11	-	132558140	132659809
NM_032169.4	chr3	ACAD11	-	132558143	132660723
NM_014384.2	chr11	ACAD8	+	134253539	134265855
NM_014049.5	chr3	ACAD9	+	128879619	128913114
NM_014049.4	chr3	ACAD9	+	128879610	128913114
NM_001608.4	chr2	ACADL	-	210187922	210225447
NM_001608.3	chr2	ACADL	-	210187938	210225491
NM_001286044.1	chr1	ACADM	+	75724346	75763679
NM_001286043.1	chr1	ACADM	+	75724346	75763679
NM_001286042.1	chr1	ACADM	+	75724346	75763679
NM_001127328.2	chr1	ACADM	+	75724346	75763679
NM_000016.5	chr1	ACADM	+	75724346	75763679
NM_001302554.2	chr12	ACADS	+	120725825	120740008
NM_000017.4	chr12	ACADS	+	120725825	120740008
NM_000017.3	chr12	ACADS	+	120725734	120740008
NM_000017.2	chr12	ACADS	+	120725734	120740008
NM_001609.4	chr10	ACADSB	+	123009005	123058290
NM_001609.3	chr10	ACADSB	+	123009015	123058311
NM_001330174.2	chr10	ACADSB	+	123009005	123058317
NM_001270448.1	chr17	ACADVL	+	7219830	7225267
NM_001270447.1	chr17	ACADVL	+	7217124	7225267
NM_001033859.2	chr17	ACADVL	+	7219830	7225267
NM_000018.4	chr17	ACADVL	+	7219937	7225266
NM_000018.3	chr17	ACADVL	+	7219805	7225273
NM_013227.3	chr15	ACAN	+	88803442	88875354
NM_001369268.1	chr15	ACAN	+	88803435	88875353
NM_001135.3	chr15	ACAN	+	88803442	88875354
NM_014716.4	chr17	ACAP1	+	7336528	7351477
NM_014716.3	chr17	ACAP1	+	7336528	7351478
NM_012287.6	chr3	ACAP2	-	195274744	195443020
NM_012287.5	chr3	ACAP2	-	195274735	195443078
NM_030649.3	chr1	ACAP3	-	1292390	1307930
NM_030649.2	chr1	ACAP3	-	1292375	1308018
NM_000019.4	chr11	ACAT1	+	108121566	108147603
NM_000019.3	chr11	ACAT1	+	108121515	108147776
NM_005891.3	chr6	ACAT2	+	159762044	159779112
NM_005891.2	chr6	ACAT2	+	159760327	159779055
NM_001303253.1	chr6	ACAT2	+	159762478	159779112
NM_022735.4	chr1	ACBD3	-	226144678	226186741
NM_022735.3	chr1	ACBD3	-	226144678	226186730
NM_024722.4	chr17	ACBD4	+	45135686	45144176
NM_024722.2	chr17	ACBD4	+	45135686	45144181
NM_001321353.2	chr17	ACBD4	+	45132618	45144176
NM_001321353.1	chr17	ACBD4	+	45132599	45144172
NM_001321352.2	chr17	ACBD4	+	45132618	45144176
NM_001135707.3	chr17	ACBD4	+	45135686	45144176
NM_001135707.1	chr17	ACBD4	+	45135693	45142959
NM_001135706.3	chr17	ACBD4	+	45135686	45144176
NM_001135706.1	chr17	ACBD4	+	45135646	45143850
NM_001135705.3	chr17	ACBD4	+	45135686	45144176
NM_001135705.1	chr17	ACBD4	+	45135707	45144176
NM_001135704.1	chr17	ACBD4	+	45132599	45144172
NM_145698.5	chr10	ACBD5	-	27195213	27240797
NM_145698.4	chr10	ACBD5	-	27195213	27240815
NM_145698.3	chr10	ACBD5	-	27195213	27240815
NM_001352588.1	chr10	ACBD5	-	27195213	27240879
NM_001352587.1	chr10	ACBD5	-	27195213	27240879
NM_001352586.1	chr10	ACBD5	-	27195213	27240879
NM_001352585.1	chr10	ACBD5	-	27195213	27240879
NM_001352584.1	chr10	ACBD5	-	27195213	27240879
NM_001352583.1	chr10	ACBD5	-	27195213	27240879
NM_001352582.2	chr10	ACBD5	-	27195213	27242111
NM_001352581.1	chr10	ACBD5	-	27195213	27240879
NM_001352580.2	chr10	ACBD5	-	27195213	27242111
NM_001352579.1	chr10	ACBD5	-	27195213	27241819
NM_001352578.1	chr10	ACBD5	-	27195213	27241868
NM_001352577.2	chr10	ACBD5	-	27195213	27242111
NM_001352576.1	chr10	ACBD5	-	27195213	27241868
NM_001352575.2	chr10	ACBD5	-	27195213	27242111
NM_001352574.2	chr10	ACBD5	-	27195213	27242111
NM_001352573.1	chr10	ACBD5	-	27195213	27240879
NM_001352572.1	chr10	ACBD5	-	27195213	27240879
NM_001352571.1	chr10	ACBD5	-	27195213	27240879
NM_001352570.1	chr10	ACBD5	-	27182837	27240879
NM_001352569.1	chr10	ACBD5	-	27195213	27240879
NM_001352568.1	chr10	ACBD5	-	27195213	27240879
NM_001301254.2	chr10	ACBD5	-	27195213	27240486
NM_001301253.2	chr10	ACBD5	-	27195213	27242111
NM_001301253.1	chr10	ACBD5	-	27195216	27242088
NM_001301252.2	chr10	ACBD5	-	27195213	27240486
NM_001301251.2	chr10	ACBD5	-	27195213	27242111
NM_001271512.3	chr10	ACBD5	-	27195213	27240879
NM_001271512.2	chr10	ACBD5	-	27195214	27240879
NM_001042473.4	chr10	ACBD5	-	27195213	27242111
NM_001042473.2	chr10	ACBD5	-	27195216	27242130
NM_032360.4	chr1	ACBD6	-	180288229	180502577
NM_032360.3	chr1	ACBD6	-	180288229	180502954
NM_001039844.3	chr10	ACBD7	-	15075474	15088776
NM_001039844.2	chr10	ACBD7	-	15077522	15088776
NM_032592.4	chr11	ACCS	+	44066269	44084237
NM_032592.3	chr11	ACCS	+	44066267	44084214
NM_001127219.2	chr11	ACCS	+	44066269	44084237
NM_001363113.1	chr11	ACCSL	+	44047980	44059977
NM_001031854.2	chr11	ACCSL	+	44047980	44059977
NM_022914.3	chr16	ACD	-	67657511	67660260
NM_022914.2	chr16	ACD	-	67657511	67660810
NM_001082486.2	chr16	ACD	-	67657511	67660260
NM_001082486.1	chr16	ACD	-	67657512	67660815
NM_152830.3	chr17	ACE	+	63484845	63498373
NM_152830.2	chr17	ACE	+	63484839	63497618
NM_001178057.2	chr17	ACE	+	63484845	63498373
NM_001178057.1	chr17	ACE	+	63484845	63497505
NM_000789.4	chr17	ACE	+	63477060	63498373
NM_000789.3	chr17	ACE	+	63477070	63498380
NM_021804.3	chrX	ACE2	-	15561032	15602158
NM_021804.2	chrX	ACE2	-	15561032	15602069
NM_001371415.1	chrX	ACE2	-	15561032	15600960
NM_133492.3	chr19	ACER1	-	6306141	6333612
NM_133492.2	chr19	ACER1	-	6306141	6333629
NM_001010887.3	chr9	ACER2	+	19409008	19452505
NM_001010887.2	chr9	ACER2	+	19409058	19452020
NM_018367.7	chr11	ACER3	+	76860917	77026797
NM_018367.6	chr11	ACER3	+	76860872	77026797
NM_018367.5	chr11	ACER3	+	76860872	77026797
NM_001300955.2	chr11	ACER3	+	76860917	77026797
NM_001300955.1	chr11	ACER3	+	76860938	77020700
NM_001300954.2	chr11	ACER3	+	76860917	77026797
NM_001300953.2	chr11	ACER3	+	76860917	77026797
NM_015831.2	chr7	ACHE	-	100889994	100895920
NM_001367919.2	chr7	ACHE	-	100889993	100896994
NM_001367918.1	chr7	ACHE	-	100889993	100896994
NM_001367917.1	chr7	ACHE	-	100889993	100894606
NM_001367915.1	chr7	ACHE	-	100889993	100895888
NM_001302622.2	chr7	ACHE	-	100889993	100896129
NM_001302622.1	chr7	ACHE	-	100889993	100896132
NM_001302621.3	chr7	ACHE	-	100889993	100895888
NM_001302621.2	chr7	ACHE	-	100890715	100895888
NM_001302621.1	chr7	ACHE	-	100890715	100895971
NM_001282449.2	chr7	ACHE	-	100889993	100895888
NM_001282449.1	chr7	ACHE	-	100889993	100895886
NM_000665.5	chr7	ACHE	-	100889993	100895888
NM_000665.4	chr7	ACHE	-	100889993	100895888
NM_000665.3	chr7	ACHE	-	100889993	100895888
NM_014977.3	chr14	ACIN1	-	23058563	23095614
NM_001164817.2	chr14	ACIN1	-	23058563	23071569
NM_001164817.1	chr14	ACIN1	-	23058566	23071617
NM_001164816.2	chr14	ACIN1	-	23058563	23071569
NM_001164816.1	chr14	ACIN1	-	23058566	23071561
NM_001164815.1	chr14	ACIN1	-	23058563	23095614
NM_001164814.1	chr14	ACIN1	-	23058563	23095614
NM_002036.4	chr1	ACKR1	+	159204874	159206500
NM_002036.3	chr1	ACKR1	+	159204012	159206500
NM_001122951.3	chr1	ACKR1	+	159204874	159206500
NM_001122951.2	chr1	ACKR1	+	159205258	159206500
NM_001296.5	chr3	ACKR2	+	42809444	42867286
NM_001296.4	chr3	ACKR2	+	42809475	42867283
NM_020311.3	chr2	ACKR3	+	236569824	236582354
NM_020311.2	chr2	ACKR3	+	236569640	236582358
NM_178445.2	chr3	ACKR4	+	132600136	132602644
NM_016557.4	chr3	ACKR4	+	132597269	132602644
NM_198830.1	chr17	ACLY	-	41866925	41919019
NM_001303275.1	chr17	ACLY	-	41866916	41919022
NM_001303274.1	chr17	ACLY	-	41866916	41919022
NM_001096.3	chr17	ACLY	-	41866917	41918951
NM_001096.2	chr17	ACLY	-	41866907	41918987
NM_138326.3	chr2	ACMSD	+	134838615	134902034
NM_138326.2	chr2	ACMSD	+	134838546	134902034
NM_001307983.2	chr2	ACMSD	+	134838615	134902034
NM_002197.3	chr9	ACO1	+	32384642	32454769
NM_002197.2	chr9	ACO1	+	32384619	32454769
NM_001362840.2	chr9	ACO1	+	32384642	32454769
NM_001278352.1	chr9	ACO1	+	32384602	32450836
NM_001098.3	chr22	ACO2	+	41469116	41528974
NM_001098.2	chr22	ACO2	+	41469124	41528989
NM_001258406.2	chr13	ACOD1	+	76948510	76958638
NM_001037161.2	chr14	ACOT1	+	73537142	73543796
NM_001037161.1	chr14	ACOT1	+	73537113	73543794
NM_147161.4	chr1	ACOT11	+	54548227	54610329
NM_147161.3	chr1	ACOT11	+	54548227	54610327
NM_015547.4	chr1	ACOT11	+	54548227	54639192
NM_130767.3	chr5	ACOT12	-	81329995	81394134
NM_130767.2	chr5	ACOT12	-	81330004	81394143
NM_018473.4	chr6	ACOT13	+	24667076	24705046
NM_018473.3	chr6	ACOT13	+	24667070	24705046
NM_001160094.1	chr6	ACOT13	+	24667034	24705069
NM_006821.5	chr14	ACOT2	+	73569058	73575658
NM_001364178.1	chr14	ACOT2	+	73569058	73574407
NM_001364177.1	chr14	ACOT2	+	73569058	73575658
NM_152331.3	chr14	ACOT4	+	73591705	73595766
NM_001365789.1	chr14	ACOT6	+	73610944	73619888
NM_001365788.1	chr14	ACOT6	+	73612516	73619888
NM_001037162.1	chr14	ACOT6	+	73616843	73619888
NM_181866.3	chr1	ACOT7	-	6264271	6358929
NM_181866.2	chr1	ACOT7	-	6264272	6359344
NM_181865.3	chr1	ACOT7	-	6264271	6360714
NM_181865.2	chr1	ACOT7	-	6264272	6360707
NM_181864.3	chr1	ACOT7	-	6264271	6385768
NM_181864.2	chr1	ACOT7	-	6264272	6385813
NM_007274.3	chr1	ACOT7	-	6264271	6393766
NM_005469.4	chr20	ACOT8	-	45841720	45857392
NM_005469.3	chr20	ACOT8	-	45841720	45857406
NM_001330259.2	chrX	ACOT9	-	23701054	23743276
NM_001037171.2	chrX	ACOT9	-	23701054	23743276
NM_001037171.1	chrX	ACOT9	-	23702252	23743273
NM_001033583.3	chrX	ACOT9	-	23701054	23743276
NM_001033583.2	chrX	ACOT9	-	23703670	23743276
NM_007292.6	chr17	ACOX1	-	75941506	75979166
NM_007292.5	chr17	ACOX1	-	75946576	75979134
NM_004035.7	chr17	ACOX1	-	75941506	75979166
NM_004035.6	chr17	ACOX1	-	75941506	75979363
NM_001185039.2	chr17	ACOX1	-	75941506	75979166
NM_003500.4	chr3	ACOX2	-	58505135	58537190
NM_003500.3	chr3	ACOX2	-	58505135	58537319
NM_003501.3	chr4	ACOX3	-	8366281	8440723
NM_003501.2	chr4	ACOX3	-	8366281	8440711
NM_001101667.1	chr4	ACOX3	-	8366281	8440725
NM_001371254.1	chr2	ACOXL	+	110732572	111094344
NM_001365487.2	chr2	ACOXL	+	110732572	110888017
NM_001142807.4	chr2	ACOXL	+	110732572	111118548
NM_001142807.3	chr2	ACOXL	+	110732572	111118222
NM_001142807.1	chr2	ACOXL	+	110732572	111118222
NM_007099.3	chr2	ACP1	+	264868	278283
NM_004300.4	chr2	ACP1	+	264946	278283
NM_004300.3	chr2	ACP1	+	264871	278283
NM_001040649.2	chr2	ACP1	+	264868	272481
NM_001610.4	chr11	ACP2	-	47239301	47248814
NM_001610.3	chr11	ACP2	-	47239301	47248906
NM_001610.2	chr11	ACP2	-	47239301	47248906
NM_001357016.1	chr11	ACP2	-	47239301	47248847
NM_001302492.1	chr11	ACP2	-	47239301	47248847
NM_001302491.1	chr11	ACP2	-	47239301	47248847
NM_001302490.1	chr11	ACP2	-	47239301	47248847
NM_001302489.1	chr11	ACP2	-	47239301	47248628
NM_001131064.1	chr11	ACP2	-	47245565	47248816
NM_033068.3	chr19	ACP4	+	50790414	50795219
NM_033068.2	chr19	ACP4	+	50790414	50795224
NM_001611.5	chr19	ACP5	-	11574659	11577645
NM_001611.4	chr19	ACP5	-	11574739	11577741
NM_001322023.2	chr19	ACP5	-	11574659	11578257
NM_001111036.3	chr19	ACP5	-	11574659	11578975
NM_001111036.1	chr19	ACP5	-	11574690	11578986
NM_001111035.3	chr19	ACP5	-	11574659	11578975
NM_001111035.1	chr19	ACP5	-	11574659	11578985
NM_001111034.3	chr19	ACP5	-	11574659	11578740
NM_001111034.2	chr19	ACP5	-	11574691	11578979
NM_001111034.1	chr19	ACP5	-	11574691	11578979
NM_016361.5	chr1	ACP6	-	147642229	147670524
NM_016361.4	chr1	ACP6	-	147642234	147670496
NM_001323625.2	chr1	ACP6	-	147647367	147670524
NM_001363687.2	chr19	ACP7	+	39084367	39111493
NM_001004318.3	chr19	ACP7	+	39084367	39111493
NM_001292037.2	chr3	ACPP	+	132317406	132358841
NM_001134194.2	chr3	ACPP	+	132317406	132368302
NM_001134194.1	chr3	ACPP	+	132317406	132368298
NM_001099.5	chr3	ACPP	+	132317406	132358841
NM_001099.4	chr3	ACPP	+	132317366	132358752
NM_001097.3	chr22	ACR	+	50738203	50745339
NM_001097.2	chr22	ACR	+	50738195	50745334
NM_032489.3	chr12	ACRBP	-	6638074	6647432
NM_032489.2	chr12	ACRBP	-	6638074	6647460
NM_020108.5	chr11	ACRV1	-	125671521	125680847
NM_020107.5	chr11	ACRV1	-	125671521	125680847
NM_020107.4	chr11	ACRV1	-	125672482	125680831
NM_020069.5	chr11	ACRV1	-	125671521	125680847
NM_020069.4	chr11	ACRV1	-	125672342	125680831
NM_001612.6	chr11	ACRV1	-	125671521	125680847
NM_001612.5	chr11	ACRV1	-	125671521	125681123
NM_015162.5	chr15	ACSBG1	-	78167467	78234565
NM_015162.4	chr15	ACSBG1	-	78167467	78234707
NM_001199377.2	chr15	ACSBG1	-	78167467	78234565
NM_030924.5	chr19	ACSBG2	+	6135666	6193091
NM_030924.4	chr19	ACSBG2	+	6135673	6193094
NM_001321384.2	chr19	ACSBG2	+	6135666	6193091
NM_001289180.1	chr19	ACSBG2	+	6135632	6193103
NM_001289179.2	chr19	ACSBG2	+	6135666	6193091
NM_001289178.2	chr19	ACSBG2	+	6135666	6193091
NM_001289178.1	chr19	ACSBG2	+	6135668	6193094
NM_001289177.2	chr19	ACSBG2	+	6135666	6193091
NM_025149.5	chr17	ACSF2	+	50426157	50474845
NM_001288972.1	chr17	ACSF2	+	50426157	50474845
NM_001288971.1	chr17	ACSF2	+	50426157	50474845
NM_001288970.1	chr17	ACSF2	+	50426157	50474845
NM_001288969.1	chr17	ACSF2	+	50426157	50474845
NM_001288968.1	chr17	ACSF2	+	50426157	50474845
NM_174917.5	chr16	ACSF3	+	89093851	89155837
NM_174917.4	chr16	ACSF3	+	89093808	89155846
NM_001284316.2	chr16	ACSF3	+	89093851	89155837
NM_001284316.1	chr16	ACSF3	+	89093897	89154588
NM_001243279.3	chr16	ACSF3	+	89093851	89156233
NM_001127214.4	chr16	ACSF3	+	89093851	89155837
NM_001995.4	chr4	ACSL1	-	184755594	184825968
NM_001995.3	chr4	ACSL1	-	184755600	184826094
NM_001286712.1	chr4	ACSL1	-	184755594	184808601
NM_001286711.1	chr4	ACSL1	-	184755594	184826114
NM_001286710.1	chr4	ACSL1	-	184755594	184805788
NM_001286708.1	chr4	ACSL1	-	184755594	184812259
NM_203372.3	chr2	ACSL3	+	222861035	222944639
NM_203372.2	chr2	ACSL3	+	222860941	222942222
NM_203372.1	chr2	ACSL3	+	222860941	222942222
NM_004457.5	chr2	ACSL3	+	222861035	222944639
NM_004457.3	chr2	ACSL3	+	222860933	222944639
NM_001354159.2	chr2	ACSL3	+	222861035	222944639
NM_001354159.1	chr2	ACSL3	+	222860933	222944639
NM_001354158.2	chr2	ACSL3	+	222861035	222944639
NM_022977.2	chrX	ACSL4	-	109641334	109733392
NM_004458.3	chrX	ACSL4	-	109641334	109733257
NM_004458.2	chrX	ACSL4	-	109641336	109733403
NM_001318510.2	chrX	ACSL4	-	109641334	109733257
NM_001318509.2	chrX	ACSL4	-	109641334	109733257
NM_001318509.1	chrX	ACSL4	-	109641336	109733302
NM_203380.1	chr10	ACSL5	+	112375264	112428380
NM_203379.2	chr10	ACSL5	+	112374115	112428376
NM_203379.1	chr10	ACSL5	+	112374017	112428376
NM_016234.3	chr10	ACSL5	+	112376197	112428380
NM_015256.4	chr5	ACSL6	-	131949972	132011658
NM_015256.3	chr5	ACSL6	-	131953901	132011613
NM_001278059.1	chr5	ACSL6	-	131806992	131945698
NM_001205251.1	chr5	ACSL6	-	131949972	132011914
NM_001205250.1	chr5	ACSL6	-	131949972	132012068
NM_001205248.2	chr5	ACSL6	-	131949972	132011817
NM_001205248.1	chr5	ACSL6	-	131953906	131999624
NM_001205247.2	chr5	ACSL6	-	131949972	132011658
NM_001009185.3	chr5	ACSL6	-	131949972	132011658
NM_001009185.2	chr5	ACSL6	-	131949972	132011662
NM_052956.3	chr16	ACSM1	-	20623234	20691256
NM_052956.2	chr16	ACSM1	-	20623236	20691256
NM_001318890.1	chr16	ACSM1	-	20623236	20697788
NM_001308954.2	chr16	ACSM2A	+	20451520	20487669
NM_001308954.1	chr16	ACSM2A	+	20451601	20486796
NM_001308172.2	chr16	ACSM2A	+	20451520	20487669
NM_001308172.1	chr16	ACSM2A	+	20451575	20487667
NM_001308169.2	chr16	ACSM2A	+	20451520	20487669
NM_001010845.2	chr16	ACSM2A	+	20451575	20487667
NM_182617.4	chr16	ACSM2B	-	20536225	20576367
NM_182617.3	chr16	ACSM2B	-	20537144	20576304
NM_001105069.2	chr16	ACSM2B	-	20536225	20576367
NM_001105069.1	chr16	ACSM2B	-	20536225	20576367
NM_202000.2	chr16	ACSM3	+	20763989	20786316
NM_005622.4	chr16	ACSM3	+	20764013	20797581
NM_005622.3	chr16	ACSM3	+	20763701	20797581
NM_001080454.1	chr12	ACSM4	+	7304331	7328373
NM_017888.3	chr16	ACSM5	+	20409533	20441336
NM_017888.2	chr16	ACSM5	+	20409533	20441336
NM_001324373.2	chr16	ACSM5	+	20409533	20419782
NM_001324372.2	chr16	ACSM5	+	20409533	20441336
NM_001324371.2	chr16	ACSM5	+	20409533	20441336
NM_207321.2	chr10	ACSM6	+	95194199	95228929
NM_032501.4	chr20	ACSS1	-	25006236	25058139
NM_032501.3	chr20	ACSS1	-	25006231	25058182
NM_001252677.1	chr20	ACSS1	-	25006229	25058182
NM_001252676.1	chr20	ACSS1	-	25006229	25032706
NM_001252675.1	chr20	ACSS1	-	25006229	25058182
NM_018677.4	chr20	ACSS2	+	34876611	34927959
NM_018677.3	chr20	ACSS2	+	34876434	34927962
NM_001242393.1	chr20	ACSS2	+	34874962	34927966
NM_001076552.2	chr20	ACSS2	+	34876524	34927966
NM_024560.4	chr12	ACSS3	+	81078078	81261210
NM_024560.2	chr12	ACSS3	+	81077210	81261205
NM_001330243.2	chr12	ACSS3	+	81078078	81261210
NM_001330242.2	chr12	ACSS3	+	81078078	81261210
NM_001100.4	chr1	ACTA1	-	229431244	229434094
NM_001100.3	chr1	ACTA1	-	229431244	229434094
NM_001613.4	chr10	ACTA2	-	88935073	88952773
NM_001613.2	chr10	ACTA2	-	88935073	88952773
NM_001320855.1	chr10	ACTA2	-	88935073	88991397
NM_001141945.2	chr10	ACTA2	-	88935073	88991397
NM_001141945.1	chr10	ACTA2	-	88935075	88991390
NM_001101.5	chr7	ACTB	-	5527147	5530601
NM_001101.3	chr7	ACTB	-	5527150	5530709
NM_001017992.4	chr5	ACTBL2	-	57480017	57482811
NM_001017992.3	chr5	ACTBL2	-	57480015	57482809
NM_005159.5	chr15	ACTC1	-	34790229	34795549
NM_005159.4	chr15	ACTC1	-	34788094	34795726
NM_001614.5	chr17	ACTG1	-	81509970	81512799
NM_001614.3	chr17	ACTG1	-	81509970	81512874
NM_001199954.2	chr17	ACTG1	-	81509970	81512799
NM_001199954.1	chr17	ACTG1	-	81509987	81512780
NM_001615.4	chr2	ACTG2	+	73893007	73919865
NM_001615.3	chr2	ACTG2	+	73892978	73919865
NM_001199893.2	chr2	ACTG2	+	73893007	73919865
NM_001199893.1	chr2	ACTG2	+	73892966	73919865
NM_001024675.2	chr20	ACTL10	+	33666942	33668525
NM_001024675.1	chr20	ACTL10	+	33666497	33668525
NM_178042.3	chr3	ACTL6A	+	179562879	179588405
NM_178042.2	chr3	ACTL6A	+	179562919	179588398
NM_177989.3	chr3	ACTL6A	+	179562879	179588405
NM_177989.2	chr3	ACTL6A	+	179562885	179588407
NM_004301.5	chr3	ACTL6A	+	179562925	179588407
NM_004301.4	chr3	ACTL6A	+	179562879	179588408
NM_004301.3	chr3	ACTL6A	+	179562879	179588408
NM_016188.5	chr7	ACTL6B	-	100643096	100656448
NM_016188.4	chr7	ACTL6B	-	100643096	100656461
NM_006687.4	chr9	ACTL7A	+	108862265	108863756
NM_006687.3	chr9	ACTL7A	+	108862265	108863759
NM_006686.4	chr9	ACTL7B	-	108854587	108855986
NM_006686.3	chr9	ACTL7B	-	108854588	108856967
NM_030812.3	chr1	ACTL8	+	17755332	17827063
NM_030812.2	chr1	ACTL8	+	17755312	17827063
NM_178525.5	chr19	ACTL9	-	8697399	8698795
NM_178525.4	chr19	ACTL9	-	8697396	8698822
NM_001130005.2	chr14	ACTN1	-	68874127	68979302
NM_001130005.1	chr14	ACTN1	-	68874685	68979262
NM_001130004.1	chr14	ACTN1	-	68874122	68979366
NM_001102.4	chr14	ACTN1	-	68874127	68979302
NM_001102.3	chr14	ACTN1	-	68874142	68979440
NM_001278344.1	chr1	ACTN2	+	236686453	236764631
NM_001278343.2	chr1	ACTN2	+	236686498	236764631
NM_001278343.1	chr1	ACTN2	+	236686453	236764620
NM_001103.3	chr1	ACTN2	+	236686453	236764631
NM_001258371.2	chr11	ACTN3	+	66546394	66563329
